time_at_cal,major,coding_exp_words,coding_exp_scale,cal_fav,piercings,pets_and_sibs,diet,prof_label,study_place,olympics,season,mts_beach,coffee_tea,tech_relationships,climate,crypto,ai,covid,fire_alarm,election,hotdogs,horse_duck,is_artist,is_comp_sci,is_entrepreneur,is_humanist,is_nat_sci,is_other,is_soc_sci
I'm in my second year.,Intended Economics,Very little. I've just dipped my toe in.,3,How driven the students are,5+,2,I eat both plants and animals.,Social Scientist,Evans,Snowboarding,Summer,At the beach,Tea,6,7,5,3,0.3,1,0.22,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,Economics,None.,1,The people and the atmosphere of learning.,0,1 pet cat and 2 siblings,I eat both plants and animals.,Entrepreneur,Strada,Snowboarding,Spring,At the beach,Coffee,6,7,3,7,0.1,1,NA,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,econ and p.h,None.,1,my friends,3,2 sisters 1 turtle,I eat both plants and animals.,Social Scientist,moffit,Snowboarding,Fall,At the beach,Coffee,5,5,5,8,0.2,1,0.7,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my third year.,Statistics,None.,1,NA,0,2,I eat both plants and animals.,Social Scientist,Doe,Curling,Winter,In the mountains,Tea,8,10,8,9,0.2,0.009,0.06,No,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Economics,None.,1,The diversity within the student body.,4,2 + 1,I eat both plants and animals.,Social Scientist,The glade,Ice skating,Spring,At the beach,Coffee,6,8,4,10,0.67,0.88,0.07,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Economics,None.,1,"I have only been at Cal for a week now, but I really like the wide range of classes especially when it comes to student led courses.",4,3 pets and 1 sibling,I eat both plants and animals.,Social Scientist,The glade,Snowboarding,Summer,At the beach,Tea,4,3,7,4,0.3,0.4,0.09,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Economics,None.,1,The location!,0,1 dog and 2 other siblings.,I eat mostly plants.,Social Scientist,The Moffitt library!,Alpine skiing,Spring,In the mountains,Coffee,7,5,4,5,0.25,0.99,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,Computer Science,A good deal. I have several years of experience writing code.,7,The people,0,2 cats,I eat both plants and animals.,Computational Scientist,Alone in a room with a view.,Alpine skiing,Winter,In the mountains,I don't drink either,5,10,10,3,0.3,0.01,0.07,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,Very little. I've just dipped my toe in.,2,Derivatives and Integrals,0,"2 brothers, 1 sister, 1 dog",I eat both plants and animals.,Entrepreneur,Moffitt Library,Speed skating,Winter,At the beach,Coffee,8,7,2,9,0.3,0.8,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,EECS,Some. I've had to write code for one or two classes and am comfortable with it.,6,The innovative research,0,1 sister and 1 dog,I eat both plants and animals.,Entrepreneur,Doe library,Curling,Summer,At the beach,Tea,5,8,2,6,0.1,0.4,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,applied mathematics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",4,I am a transfer student so I am currently figuring out my favorite thing about cal!,5+,bird + 2 siblings,I eat both plants and animals.,Artist,moffit,Snowboarding,Fall,In the mountains,Coffee,5,4,6,6,0.4,0.002,0.03,Yes,Duck-sized horse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Applied Math and Econ,Very little. I've just dipped my toe in.,3,"My friends
",4,1 + 0,I eat mostly plants.,Entrepreneur,Haas,Snowboarding,Summer,At the beach,Coffee,6,6,8,NA,0.08,0.19,0.03,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,None.,1,The genuine people,2,1,I eat both plants and animals.,Social Scientist,Edmonds,Ice skating,Summer,At the beach,Coffee,7,8,8,9,0.05,0.1,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,stats and cogsci double major,Very little. I've just dipped my toe in.,2,the friends I've made!,2,5 pets 2 siblings,I eat both plants and animals.,Entrepreneur,i prefer studying at home :),Ice skating,Summer,At the beach,Tea,3,3,5,3,0.2,0.8,NA,No,Horse-sized duck,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,Environmental Science,Very little. I've just dipped my toe in.,5,Definitely not the food,0,5,I eat both plants and animals.,Natural Scientist,N/A,Nordic skiing,Winter,At the beach,Tea,6,4,7,8,0.5,0.87,NA,No,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
This is my first semester!,Statistics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",4,Campus,5+,1,I eat both plants and animals.,Computational Scientist,Doe,Ice skating,Fall,In the mountains,Tea,6,9,8,8,0.1,0.8,0.03,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Environmental Science,Very little. I've just dipped my toe in.,2,Soft grass everywhere,3,"0 pets, 1 sibling",I eat mostly plants.,Natural Scientist,CED Library,Speed skating,Fall,In the mountains,Coffee,7,1,7,7,0.6,1,0.03,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my second year.,Business Administration,None.,1,Variety of activities and organizations to join.,2,"0, 2",I eat both plants and animals.,Social Scientist,The garden across from Haas,Ice skating,Spring,At the beach,Tea,7,3,4,9,0.2,0.9,0.06,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Economics and geography,"A bit. I've used coding in a limited capacity, such as for a small part of a course",5,The breadth of opportunities that are available to me.,1,I have two siblings and no pets.,I eat both plants and animals.,Entrepreneur,Coffee Shops,Ice skating,Fall,In the mountains,Coffee,7,4,4,7,0.6,0.1,0.07,No,Horse-sized duck,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Statistics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",4,The campus and the location.,2,1,I eat only plants.,Computational Scientist,Doe Library,Ice skating,Winter,At the beach,I don't drink either,4,6,3,4,0.3,0.4,NA,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,Very little. I've just dipped my toe in.,6,The spirit and aesthetic of the school.,0,0 pets and 7 siblings,I eat both plants and animals.,Other,Anywhere with a white board,I am not excited to watch the Olympics.,Winter,At the beach,I don't drink either,6,8,5,5,0.1,0.3,0.035,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This is my first semester!,Computer Science,Some. I've had to write code for one or two classes and am comfortable with it.,7,Learning new concepts and know how to use them.,0,5,I eat both plants and animals.,Computational Scientist,NA,I am not excited to watch the Olympics.,Winter,In the mountains,Coffee,3,7,5,4,0,1,NA,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Intended Major : Economics,Very little. I've just dipped my toe in.,1,Students and faculties are so ambitious of what they are interested.,3,I have 0 pets and 1 sibling.,I eat both plants and animals.,Social Scientist,Doe library,Ice skating,Winter,At the beach,Tea,6,7,8,5,0.05,0.02,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,economics,None.,1,The resources and network I can gain.,1,"1 pet, 1 sibling",I eat both plants and animals.,Entrepreneur,library,Snowboarding,Winter,At the beach,Coffee,7,7,4,9,0.3,0.9,0.03,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,None.,1,Berkeley time,0,1 sister,I eat both plants and animals.,Entrepreneur,Doe,Alpine skiing,Summer,At the beach,I don't drink either,5,6,8,6,0.1,0.15,0.05,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,1,I don't really know right now,5+,0+0,I eat both plants and animals.,Other,I don't know yet I only been on campus for few days and only for classes,I am not excited to watch the Olympics.,Summer,At the beach,Tea,2,7,5,5,0.5,0.2,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,Ancient Greek and Roman Studies,Very little. I've just dipped my toe in.,3,The really cool people I get to meet,2,"2 pets, 2 siblings",I eat both plants and animals.,Humanist,The Archaeological Research Facility,Snowboarding,Spring,In the mountains,Tea,2,7,2,3,0.4,0.8,0.02,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
This is my first semester!,Economics,None.,1,Diversity,5+,2 pets and 1 sibling,I eat both plants and animals.,Entrepreneur,Not sure yet,I am not excited to watch the Olympics.,Fall,At the beach,Tea,5,7,4,5,0.59,0.79,0.2,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,Economics,Very little. I've just dipped my toe in.,2,The people,0,"3 siblings, no pets",I eat both plants and animals.,Entrepreneur,Moffitt Library,Ice skating,Spring,At the beach,Coffee,8,9,6,6,0.005,0.01,NA,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,"Economics, however, looking into minoring into Data Science or something.",Very little. I've just dipped my toe in.,3,Derivatives,0,I have zero pets. I have two older sisters.,I eat both plants and animals.,Entrepreneur,Moffitt Library,Speed skating,Winter,At the beach,Coffee,5,5,8,6,0.1,0.3,0.5,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Intending Business Administration,None.,1,Opportunity lies everywhere within Cal; the only thing that can limit me is myself.,0,1 pet and 2 siblings (but my sister has 2 pets as well),I eat both plants and animals.,Other,"Unsure, but either: Doe Library, lobby in my residential hall, or my dorm room",I am not excited to watch the Olympics.,Summer,At the beach,Coffee,3,7,5,4,0.03,0.05,0.009,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
I'm in my second year.,BioE and Data,Some. I've had to write code for one or two classes and am comfortable with it.,8,Friends,0,5,I eat both plants and animals.,Natural Scientist,Moffit,Snowboarding,Winter,In the mountains,Tea,2,10,7,3,0.1,0.98,0.02,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
I'm in my second year.,Economics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",5,Oski,0,1 pet 0 siblings,I eat both plants and animals.,Social Scientist,Doe,Ice skating,Summer,At the beach,Tea,3,6,4,6,0.3,1,0.07,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,Business or Economics,None.,NA,I like the environment and community the most!,4,0 Pets and 2 Siblings,I eat both plants and animals.,Entrepreneur,My dorm,Ice skating,Spring,At the beach,Coffee,3,8,3,5,0.15,0.5,0.03,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,None.,1,the people,2,"0 pets, 1 sibling",I eat both plants and animals.,Humanist,doe,Ice skating,Winter,In the mountains,Tea,6,8,8,10,0.54,0.89,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
This is my first semester!,Economics,"A bit. I've used coding in a limited capacity, such as for a small part of a course",6,The culture and diversity,0,I have 3 pets and 2 siblings,I eat both plants and animals.,Computational Scientist,On the glade,Snowboarding,Winter,At the beach,Coffee,6,8,3,7,NA,0.2,0.03,Yes,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Intended Economics and Legal Studies,None.,1,My favorite thing about Cal is the campus.,0,1,I eat both plants and animals.,Entrepreneur,Newman Hall,Snowboarding,Winter,At the beach,Tea,5,3,5,8,0.73,0.15,0.03,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Political Science and Economics,Very little. I've just dipped my toe in.,4,The people!,4,"1 pet, 0 siblings",I eat both plants and animals.,Social Scientist,TBD,Ice skating,Fall,In the mountains,Coffee,6,6,8,4,0.15,0.65,0.02,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my second year.,Economics,None.,1,"I love the weather, architecture, and all of the fun classes!",1,3,I eat both plants and animals.,Humanist,The music library,Bobsled/Luge/Skeleton,Fall,In the mountains,Tea,8,5,7,8,0.3,0.5,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
This is my first semester!,Econ,Some. I've had to write code for one or two classes and am comfortable with it.,6,The Size of the Campus and Uni,2,1 sibling,I eat both plants and animals.,Social Scientist,NA,I am not excited to watch the Olympics.,Spring,In the mountains,Coffee,6,7,8,7,0.4,0.9,NA,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
I'm in my third year.,Mathematics,Some. I've had to write code for one or two classes and am comfortable with it.,7,The dining halls,0,0 pets 1 sibling,I eat both plants and animals.,Other,Doe Library,Curling,Winter,At the beach,Coffee,3,7,5,5,0.05,0.5,0.02,Yes,Horse-sized duck,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This is my first semester!,Economics,None.,1,The History,0,2 siblings + 2 dogs,I eat both plants and animals.,Entrepreneur,Berkeley Hillel,Snowboarding,Fall,In the mountains,Coffee,1,10,1,1,NA,0.5,0.2,Yes,Horse-sized duck,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,Some. I've had to write code for one or two classes and am comfortable with it.,7,Gamedays,0,2,I eat both plants and animals.,Computational Scientist,Courtyard by the coffee lab,Snowboarding,Fall,At the beach,Coffee,5,5,4,5,0.05,0.1,0.02,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,Data Science and Econ,Some. I've had to write code for one or two classes and am comfortable with it.,7,"Culture, there's a lot of people with a huge variety of backgrounds, from around the world.",0,1,I eat both plants and animals.,Entrepreneur,Berkeley Way West,Snowboarding,Fall,At the beach,Tea,8,10,8,3,0,0.33,0.03,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,"Data Science, Economics",Some. I've had to write code for one or two classes and am comfortable with it.,7,my friends,2,"no peits, 1 sibling.",I eat both plants and animals.,Computational Scientist,Music Library,Ice skating,Spring,At the beach,Tea,5,5,5,7,0.3,0.4,NA,Yes,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Pre Haas,None.,1,Nice campus,0,"1 sister, 2 dog",I eat both plants and animals.,Entrepreneur,Main Stacks,I am not excited to watch the Olympics.,Spring,At the beach,Tea,3,4,4,5,0.07,0.93,NA,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Computer Science,Some. I've had to write code for one or two classes and am comfortable with it.,7,NA,0,1,I eat both plants and animals.,Entrepreneur,EAL,I am not excited to watch the Olympics.,Spring,In the mountains,Coffee,6,6,6,4,0.05,0.7,0.1,Yes,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Intended: Haas or Econ,None.,1,The people! :),2,3 siblings,I eat both plants and animals.,Entrepreneur,MLK,Ice skating,Summer,In the mountains,Tea,2,7,6,4,0.2,0.9,NA,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
I'm in my second year.,Economics,None.,1,The driven and ambitious people I am around that push me to be the best version of myself.,0,4,I eat both plants and animals.,Other,Doe Library,Snowboarding,Spring,At the beach,Tea,4,7,5,6,0.05,0.7,0.04,Yes,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
This is my first semester!,Economics,Very little. I've just dipped my toe in.,1,I love the sense of community and love all of the opportunities given to grow.,4,I have 2 cats and 2 siblings.,I eat both plants and animals.,Social Scientist,"Moffit has been my go to so far, but I definitely need to explore my options.",Ice skating,Spring,At the beach,Coffee,5,4,7,8,0.12,0.8,0.014,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
This is my first semester!,Molecular and Cell Biology (and minor in Data Science),"A bit. I've used coding in a limited capacity, such as for a small part of a course",5,The opportunities it has to offer,0,"1 dog, 2 sisters",I eat both plants and animals.,Computational Scientist,Library,Ice skating,Summer,In the mountains,Coffee,5,8,6,6,0.3,0.5,0.05,No,Duck-sized horse,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
I'm in my third year.,Economics,Very little. I've just dipped my toe in.,4,what it stands for,0,2,I eat both plants and animals.,Entrepreneur,waywest,I am not excited to watch the Olympics.,Winter,At the beach,Coffee,4,7,8,6,0.3,NA,0.03,No,Horse-sized duck,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
This is my first semester!,Physics,A good deal. I have several years of experience writing code.,8,I love the wide breadth of great departments we have here!,0,1,I eat only plants.,Natural Scientist,Main Stacks,Snowboarding,Spring,In the mountains,I don't drink either,6,4,1,3,0.05,0.07,0.02,No,Duck-sized horse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
This is my first semester!,Economics (transfer),Some. I've had to write code for one or two classes and am comfortable with it.,7,The cold weather,0,1 sister,I eat both plants and animals.,Entrepreneur,NA,Ice skating,Winter,At the beach,Coffee,8,5,9,6,0.2,1,0.04,No,Duck-sized horse,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
